image_path,p1_bb_xmin,p1_bb_ymin,p1_cp_bb_x,p1_cp_bb_y,p1_nose_x,p1_nose_y,p1_left_eye_x,p1_left_eye_y,p1_right_eye_x,p1_right_eye_y,p1_left_ear_x,p1_left_ear_y,p1_right_ear_x,p1_right_ear_y,p1_left_shoulder_x,p1_left_shoulder_y,p1_right_shoulder_x,p1_right_shoulder_y,p1_left_elbow_x,p1_left_elbow_y,p1_right_elbow_x,p1_right_elbow_y,p1_left_wrist_x,p1_left_wrist_y,p1_right_wrist_x,p1_right_wrist_y,p1_left_hip_x,p1_left_hip_y,p1_right_hip_x,p1_right_hip_y,p1_left_knee_x,p1_left_knee_y,p1_right_knee_x,p1_right_knee_y,p1_left_ankle_x,p1_left_ankle_y,p1_right_ankle_x,p1_right_ankle_y,p2_bb_xmin,p2_bb_ymin,p2_cp_bb_x,p2_cp_bb_y,p2_nose_x,p2_nose_y,p2_left_eye_x,p2_left_eye_y,p2_right_eye_x,p2_right_eye_y,p2_left_ear_x,p2_left_ear_y,p2_right_ear_x,p2_right_ear_y,p2_left_shoulder_x,p2_left_shoulder_y,p2_right_shoulder_x,p2_right_shoulder_y,p2_left_elbow_x,p2_left_elbow_y,p2_right_elbow_x,p2_right_elbow_y,p2_left_wrist_x,p2_left_wrist_y,p2_right_wrist_x,p2_right_wrist_y,p2_left_hip_x,p2_left_hip_y,p2_right_hip_x,p2_right_hip_y,p2_left_knee_x,p2_left_knee_y,p2_right_knee_x,p2_right_knee_y,p2_left_ankle_x,p2_left_ankle_y,p2_right_ankle_x,p2_right_ankle_y
10.jpg,414,716,532.8190918,837.0611649,521.92473,756.81418,519.943344,752.85144,521.92473,752.85144,512.01787,754.83281,527.86885,754.83281,500.12962,780.59065,539.757065,782.57202,500.12962,804.36713,545.70119,820.218094,521.92473,820.218094,537.77571,824.18085,506.073746,838.050446,529.850204,838.050446,494.1855,869.75241,559.5708,873.71515,472.39041,905.41711,575.42177,921.2681,936,99,1055.339783,229.2147217,1079.14923,182.173836,1082.63376,181.01232,1079.14923,178.68931,1084.95676,185.65835,1076.8262,179.85082,1083.79526,198.43491,1068.69568,185.65835,1073.3417,215.85752,1059.40362,198.43491,1060.56513,213.53451,1057.080605,208.88848,1067.53418,219.34205,1055.919106,212.37299,1061.72663,244.89517,1043.142525,236.76462,1058.24212,271.60983,1031.52747,261.15628
11.jpg,417,717,535.8432541,837.9812775,521.32781,757.698044,517.45869,753.82892,525.19694,753.82892,513.58956,755.763474,529.06606,755.763474,503.916756,780.912796,540.67344,784.781906,501.982185,806.0621,548.41168,821.538605,525.19694,817.66948,532.93519,827.3423,507.785866,838.94966,531.00062,838.94966,496.178505,869.90266,560.01907,873.77177,472.963753,904.72478,581.29926,920.20128,935,98,1055.071266,220.7189865,1080.67996,183.29712,1083.3063,181.98393,1080.67996,180.67076,1087.24585,185.92348,1076.74042,179.357574,1084.6195,199.0553,1066.23495,187.236664,1074.11404,216.12666,1054.41633,200.368484,1059.66906,216.12666,1054.41633,208.247574,1067.54816,221.37938,1053.10314,212.18712,1062.29542,245.01665,1041.28452,235.82437,1058.35587,273.90663,1030.779076,259.46162
12.jpg,420,719,538.9098816,840.9404297,522.8513,760.65518,520.96202,754.987305,524.7406,754.987305,515.29414,758.7659,530.40846,758.7659,505.84767,783.32669,543.633514,787.10527,503.95839,809.77678,549.30139,823.001816,524.7406,821.11253,534.18706,828.66969,509.62627,840.00545,532.297775,840.00545,498.29051,872.12343,562.52644,874.01271,475.619003,906.13066,587.08723,921.24501,936,103,1055.53019,229.4278107,1081.47968,184.165985,1085.10046,182.959045,1081.47968,181.752106,1088.72128,185.37291,1079.0658,181.752106,1085.10046,199.85614,1069.41031,190.20065,1076.65192,215.546295,1059.754814,201.06308,1064.58258,220.37404,1058.54789,214.339355,1066.99643,222.7879,1052.51321,214.339355,1062.16869,246.92662,1040.443855,234.85727,1059.754814,274.68613,1029.58144,256.58209
13.jpg,420,719,538.8919907,840.6673813,522.70681,759.723984,518.89794,755.915115,524.61126,754.01068,515.08907,757.81955,530.32456,757.81955,505.5669,784.48164,543.6556,786.38608,503.66247,809.23932,549.36893,822.57036,526.51569,814.95261,534.133446,828.28366,509.37577,839.71028,532.229,839.71028,497.94915,872.0857,562.69998,873.99011,475.095924,904.46109,585.55319,921.60101,935,102,1055.913651,229.5771255,1081.7233,184.563446,1084.12424,183.362976,1081.7233,180.962036,1087.72566,185.76393,1078.12189,182.162506,1085.3247,200.1696,1069.71857,191.76628,1076.92142,215.77576,1058.91431,201.37007,1064.91669,220.57765,1058.91431,215.77576,1067.31763,222.97859,1052.91194,214.57527,1062.51573,246.98805,1039.70674,234.98332,1060.11478,274.59892,1030.10295,256.59184
14.jpg,421,719,539.3554077,841.1122131,525.12408,762.36724,521.32958,758.572746,528.91857,758.572746,517.53509,760.469994,532.713066,760.469994,508.04885,785.13419,545.9938,788.92869,506.1516,809.79841,549.7883,826.873634,527.021324,819.284645,544.09655,832.56538,509.9461,842.05161,534.61031,843.94886,498.56263,874.30478,564.96628,874.30478,473.898415,906.55798,589.6305,921.73596,935,103,1055.595123,230.0372162,1083.3273,186.28207,1085.79245,183.81692,1082.09473,182.58434,1088.2576,187.51464,1079.62958,182.58434,1085.79245,201.07296,1068.5364,193.67751,1079.62958,213.39869,1061.14096,208.46841,1071.00156,224.49186,1059.90839,225.724434,1067.30383,220.794136,1053.745514,213.39869,1063.60611,246.67819,1040.187195,230.65473,1061.14096,276.25998,1029.094025,252.84106
15.jpg,422,720,537.5984955,842.8244781,528.916534,764.67182,526.98689,760.81254,530.846176,760.81254,519.26834,762.74218,536.635086,764.67182,509.62013,787.82749,546.28328,789.75713,507.690506,810.98316,552.07222,828.34992,528.916534,826.420296,548.21294,832.209206,511.54979,845.71668,534.70546,845.71668,499.97194,874.66129,567.50932,874.66129,474.886627,907.46515,592.59465,920.97263,936,110,1057.273163,231.6170807,1084.0328,187.43694,1086.52206,186.192314,1082.78818,184.947685,1089.0113,188.68157,1080.29893,183.70307,1086.52206,201.12783,1069.0973,196.149315,1081.54355,213.57407,1062.874176,216.06332,1076.56506,222.28646,1064.1188,234.732704,1069.0973,221.04183,1054.161804,213.57407,1064.1188,250.91284,1037.981674,232.24346,1062.874176,279.53922,1028.02467,248.42358
16.jpg,422,721,542.3912964,842.3517761,532.04989,768.138702,530.171486,764.381897,535.806694,764.381897,522.657875,766.2603,537.6851,766.2603,513.26588,788.80113,548.95551,792.55792,509.50907,813.22035,552.71231,830.12596,532.04989,818.855545,547.077095,835.76117,513.26588,847.031586,537.6851,847.031586,500.11706,877.08601,569.61792,875.20763,473.819435,909.01884,594.03714,922.16768,937,105,1058.691208,232.9540863,1083.86438,190.22212,1087.37689,187.88045,1082.69354,186.70961,1089.71857,190.22212,1080.35188,186.70961,1086.20605,203.10132,1068.64352,198.41797,1081.5227,217.15135,1065.13101,219.49303,1080.35188,228.859726,1066.30185,240.56807,1067.47269,221.8347,1054.59349,214.80968,1066.30185,252.27644,1037.030945,230.03055,1063.960175,282.71819,1027.66426,244.08058
17.jpg,426,722,540.1534576,845.0823898,535.28659,770.133728,535.28659,766.24063,535.28659,766.24063,525.55386,768.18718,543.072784,768.18718,515.82112,789.5992,550.85898,795.43884,513.87457,816.85086,554.75206,830.4767,509.981476,849.942154,554.75206,846.04907,515.82112,849.942154,541.126236,849.942154,500.24875,877.19383,574.21753,875.24727,474.943634,910.28514,595.62955,920.01787,938,115,1058.520981,238.055275,1084.57787,193.11363,1087.07317,191.86598,1083.3302,190.61833,1089.56847,193.11363,1079.58725,189.37068,1087.07317,205.59015,1068.35838,200.59953,1084.57787,219.3143,1067.11073,223.05725,1084.57787,231.79082,1070.85368,241.77203,1065.86308,224.3049,1054.63423,216.819,1067.11073,253.00089,1035.919464,230.54315,1065.86308,285.4398,1029.6812,236.78142
18.jpg,427,723,543.3450241,844.323616,542.44771,769.797455,540.6521,766.206223,540.6521,766.206223,529.87842,769.797455,546.03894,769.797455,519.10475,791.34479,553.221375,796.73163,519.10475,818.27896,556.81259,832.64386,553.221375,834.43948,560.40382,838.0307,519.10475,850.599976,542.44771,850.599976,502.944244,879.32977,576.56433,872.14731,477.80568,908.05954,596.31607,920.62885,939,120,1060.080574,243.9933014,1085.25375,196.57313,1087.5954,194.23148,1084.08295,193.06066,1089.93706,195.402306,1080.57047,193.06066,1086.42459,207.11054,1068.86224,203.598076,1086.42459,219.9896,1068.86224,225.84373,1087.5954,231.69784,1077.058,241.06443,1066.520584,227.01455,1054.81235,218.81878,1066.520584,256.28513,1036.07918,229.35619,1066.520584,285.55573,1030.22505,230.527016
19.jpg,427,723,543.2680817,846.4546967,542.35964,771.058372,540.543465,765.609856,542.35964,765.609856,531.46259,769.24221,545.992,769.24221,520.56553,792.8525,553.25669,796.484856,518.74935,818.27895,556.88904,832.80837,553.25669,829.17602,560.5214,838.25689,518.74935,849.15395,542.35964,850.97013,502.40377,878.21277,576.86697,872.76425,476.977303,909.08777,595.02875,919.98483,939,120,1059.858078,244.0279846,1085.27986,196.15345,1087.6442,193.789116,1084.09769,193.789116,1090.00853,196.15345,1080.5512,192.60694,1087.6442,206.792946,1068.72952,203.24644,1087.6442,219.79679,1068.72952,224.52546,1087.6442,231.61845,1077.0047,241.07578,1066.36519,226.88978,1054.54352,218.61462,1067.54736,256.44394,1035.628845,229.25411,1066.36519,285.99814,1029.71802,231.61845
20.jpg,430,726,545.3635559,842.5099792,551.72515,768.6905,546.2568,765.044914,551.72515,766.8677,535.32006,770.513283,551.72515,770.513283,524.38332,792.38677,557.193535,797.855125,531.67448,821.5514,559.01633,832.48814,562.6619,836.13372,568.13028,837.956505,520.73774,850.71603,544.43401,850.71603,504.332634,879.88068,580.8898,870.76672,478.813576,909.04532,595.4721,919.98206,942,123,1060.698692,246.6930771,1084.49934,199.70491,1086.94019,197.264084,1083.27893,197.264084,1090.60143,199.70491,1079.61769,196.04367,1086.94019,209.46825,1069.854355,207.02742,1089.38103,218.01117,1068.63393,226.55409,1090.60143,228.99492,1078.39726,238.758255,1066.1931,228.99492,1055.20935,221.672424,1067.41351,259.50534,1036.90309,231.435745,1067.41351,290.01576,1034.462265,220.45201
21.jpg,431,727,546.9533386,842.5254364,555.19255,770.226463,553.36217,766.56568,557.022964,768.39608,540.54939,770.226463,557.022964,772.05686,531.397415,792.191216,560.68376,799.51281,536.888596,821.47756,560.68376,834.29034,571.66612,832.45995,575.32692,841.61193,525.90622,850.76391,547.87099,852.59429,505.771866,880.05026,586.3093,867.23749,480.146317,909.33661,593.63089,918.48859,943,126,1063.551186,247.2153702,1084.01276,204.55779,1087.51965,202.21986,1082.84378,201.050896,1089.85757,203.38883,1079.33685,201.050896,1086.35068,211.57162,1071.15408,212.74058,1091.02655,216.24749,1072.32306,233.782036,1093.3645,220.92336,1086.35068,240.795845,1066.4782,232.61306,1053.619545,225.599236,1067.64718,263.00626,1036.085,233.782036,1066.4782,293.39948,1034.91604,217.416466
22.jpg,433,724,544.9978027,839.7173309,560.347046,771.98365,554.92865,766.565254,562.1532,766.565254,547.7041,770.17753,563.95932,770.17753,538.67343,791.85114,565.76546,799.07569,551.316376,822.55544,565.76546,831.58611,580.21454,829.779976,585.63293,838.810646,529.64276,849.64747,549.51024,851.45359,507.96913,880.35175,591.05135,867.7088,480.877106,909.24991,592.85748,916.47446,945,129,1063.805115,251.167511,1085.30722,207.602936,1087.51282,206.50014,1084.20444,205.39734,1089.71841,206.50014,1079.79324,205.39734,1087.51282,213.11693,1070.970856,215.322525,1094.12961,219.7337,1072.073654,235.17288,1093.02681,216.42531,1087.51282,238.48128,1066.55966,236.27568,1054.428894,229.65889,1067.66246,267.154,1035.68132,235.17288,1064.354065,295.82675,1034.57852,214.21971
23.jpg,436,721,547.2497864,838.9437332,569.81006,771.255005,560.78709,765.841232,569.81006,767.64583,553.5687,769.45041,569.81006,769.45041,546.35032,791.10556,571.61462,798.32393,555.3733,821.78366,571.61462,832.61124,589.66058,829.002045,596.87897,838.02501,533.71815,848.85257,551.76411,850.65717,512.06303,881.3353,595.07437,865.09393,483.189507,908.4042,591.46518,917.42715,946,130,1062.642944,252.4382782,1085.3654,211.74772,1087.47934,209.633766,1084.30843,209.633766,1089.59329,210.69074,1080.08054,208.57679,1086.42236,215.97561,1071.624725,220.203514,1089.59329,203.29192,1072.6817,237.115105,1089.59329,207.51983,1073.73868,236.05813,1067.396835,239.22906,1054.713135,232.887215,1068.45381,269.88132,1036.74457,238.17208,1064.22591,296.3057,1035.68759,212.804695
24.jpg,438,720,553.7555161,842.6442184,576.60234,770.456085,574.77489,766.801178,578.4298,766.801178,561.98271,768.62863,576.60234,770.456085,554.67288,790.55809,576.60234,797.86792,567.46507,823.45227,576.60234,828.93463,593.04942,821.62482,604.01416,836.24446,540.05324,849.03664,556.500336,850.8641,516.29634,881.93082,600.35925,865.48373,487.057068,905.68774,591.22197,918.47992,947.5,124,1063.308899,253.2672577,1086.2345,216.06785,1087.25351,214.02981,1085.21545,213.010796,1090.31055,214.02981,1080.12039,213.010796,1085.21545,221.16291,1069.930244,223.20095,1074.00631,234.4101,1071.968285,238.48617,1076.04434,238.48617,1089.29153,240.52419,1067.89222,243.58123,1053.626015,236.44813,1068.91123,271.09464,1036.30277,239.50518,1062.79714,296.56998,1035.28376,215.04882
25.jpg,438,720,554.7003021,837.9608688,577.38538,771.7294,573.75604,766.285385,577.38538,768.10005,561.05337,768.10005,575.57071,769.91472,553.794685,789.87607,575.57071,797.13475,568.31204,818.91077,575.57071,829.7988,593.7174,820.72545,604.60541,835.2428,539.27735,847.945465,557.424034,849.76015,517.50132,880.6095,600.97607,866.09216,486.651955,906.0149,591.90274,916.9029,950,132.5,1063.858002,253.5983734,1085.78813,216.35821,1087.82837,214.31797,1083.7479,213.297844,1089.86862,214.31797,1079.6674,213.297844,1085.78813,221.458824,1070.48631,223.49906,1074.5668,234.72039,1072.52655,238.80088,1076.60704,239.82101,1086.80826,240.84112,1067.42595,243.90148,1054.16437,236.76064,1069.46619,272.46487,1035.8022,240.84112,1063.34546,296.94778,1035.8022,215.3381
26.jpg,442,719,553.9828644,839.9182663,584.67986,770.156242,580.95955,766.43595,584.67986,766.43595,567.93849,768.296104,584.67986,768.296104,562.35805,788.75776,579.09941,794.33822,584.67986,816.66003,582.8197,827.82093,616.30241,814.79987,612.58214,833.40139,545.616684,848.2826,562.35805,848.2826,521.43472,881.76532,605.14151,866.88412,486.091858,905.9473,592.12047,917.10818,955.5,128.5,1062.814636,254.6767807,1083.85886,218.95265,1085.81638,216.99513,1081.901344,216.01639,1088.75262,217.97389,1077.986336,216.01639,1084.83762,223.84642,1070.15629,226.7827,1075.05007,236.57024,1069.17753,239.506516,1076.02882,241.46402,1091.6889,240.48526,1068.198784,244.40028,1054.49621,239.506516,1069.17753,272.7842,1035.899864,243.421524,1063.305,297.25307,1035.899864,213.080124
27.jpg,444,718,559.0912018,837.3302689,592.06284,768.55857,588.29465,764.790382,590.17874,764.790382,575.10599,766.674477,590.17874,766.674477,569.453705,787.3995,584.52646,791.16767,590.17874,811.89271,588.29465,826.96546,618.44012,811.89271,622.20831,830.733635,554.38097,845.80637,567.56961,847.69046,529.88776,879.72006,610.90375,868.4155,490.321808,904.21326,592.06284,917.40192,952,131.5,1060.406189,254.8531799,1083.87894,219.8778,1085.79512,217.96162,1081.96275,217.00352,1088.66939,218.9197,1078.13039,217.00352,1084.83702,225.626335,1068.54947,225.626335,1077.17229,237.123436,1059.92665,228.50062,1076.2142,241.9139,1093.45985,241.9139,1069.50757,244.78817,1056.094284,239.9977,1070.46565,271.61475,1036.932465,245.74627,1064.7171,295.56702,1036.932465,216.04543
28.jpg,445,716,561.45784,837.9176331,599.27255,767.138954,595.39462,765.19999,599.27255,765.19999,581.82196,765.19999,597.33359,767.138954,576.0051,786.52848,591.51672,792.345345,597.33359,809.79594,597.33359,823.368614,620.60104,807.85699,630.2958,827.24653,558.5545,842.758156,574.06613,846.63605,535.28704,877.65933,614.78418,869.9035,494.569008,902.86572,593.45569,918.37738,954,131.5,1061.253738,256.5207367,1083.44643,221.112526,1086.27878,219.22428,1081.55818,219.22428,1088.16702,220.1684,1077.78171,218.28016,1085.33466,226.777245,1069.28462,227.72137,1077.78171,235.27433,1063.6199,245.65966,1074.94934,242.82729,1073.0611,244.71554,1070.22873,245.65966,1056.066925,240.93905,1071.17285,271.15091,1037.184525,250.38026,1064.56401,295.69806,1037.184525,219.22428
29.jpg,451,716,565.9598083,835.4661713,605.23676,765.539047,603.32089,763.623215,605.23676,763.623215,589.91,763.623215,605.23676,765.539047,584.16248,784.69748,597.5734,790.44499,603.32089,801.94003,605.23676,821.09845,630.1427,801.94003,637.80606,823.0143,565.00407,840.25687,578.41497,844.08856,540.09814,876.65787,618.64764,870.91034,499.865456,901.56381,593.7417,916.89053,956,137,1062.574036,257.3316193,1083.58773,223.253555,1086.3894,220.45187,1081.71995,220.45187,1088.25717,220.45187,1077.0505,220.45187,1085.4555,226.989105,1068.645485,229.79079,1078.91828,236.32802,1075.18272,247.5347,1075.18272,244.73302,1093.86053,245.666916,1070.51327,244.73302,1056.50492,240.06357,1071.44717,270.88194,1038.761,255.00581,1063.976036,296.09698,1038.761,224.18744
30.jpg,454,713,573.1294556,838.2135925,613.55696,764.32541,611.69218,760.59584,613.55696,762.460632,596.7739,762.460632,611.69218,764.32541,591.17953,781.10849,604.23305,790.4324,609.8274,797.891556,613.55696,820.26898,634.06963,796.026764,647.1231,818.404205,570.666885,838.91684,585.58519,842.64641,546.42468,876.21255,622.8809,872.483,507.264175,898.59,593.04433,915.37305,957,130.5,1065.720879,260.1099091,1082.214005,223.84003,1085.04018,221.01387,1080.32991,221.01387,1087.86632,221.95592,1076.56169,221.01387,1085.98222,226.66618,1069.96733,231.37645,1077.50375,235.14465,1071.85144,249.27542,1073.73555,246.44928,1090.69249,249.27542,1069.96733,244.56517,1056.77861,240.79697,1070.90939,271.88467,1041.70578,261.52211,1064.31502,296.37802,1039.82167,229.49234
